Tweet ID,Text,User,Created At,Likes,Retweets,Sentiment,clean_text,label
108450916419759279,I hate it when things don't go my way.,novaksuzanne,2023-01-21 17:12:55,305,225,negative,hate thing go way,0
943865605761153204,I love my life!,benjamin18,2023-02-07 19:03:53,331,2,positive,love life,2
494075360045731479,I hate it when things don't go my way.,javier25,2023-01-05 10:50:09,31,992,negative,hate thing go way,0
293210637834668867,I'm so upset right now.,htaylor,2023-01-10 23:53:08,667,166,negative,upset right,0
904175679551919551,Watching a movie tonight.,joy28,2023-03-25 17:39:31,536,573,neutral,watching movie tonight,1
469026779726278067,I'm so upset right now.,shelby84,2023-04-11 21:42:21,954,740,negative,upset right,0
772059958909837107,Feeling grateful for my friends and family.,mannkatie,2023-04-14 22:54:34,10,989,positive,feeling grateful friend family,2
501618473730015829,I love my life!,david69,2023-02-06 14:41:34,185,995,positive,love life,2
756743885587669911,This is the best day ever!,nicholas89,2023-04-03 11:55:37,289,963,positive,best day ever,2
134004886804940755,I hate it when things don't go my way.,katelyndelacruz,2023-03-25 18:59:58,1000,387,negative,hate thing go way,0
179069399120888546,This is the best day ever!,nicholeosborn,2023-01-26 02:45:54,701,60,positive,best day ever,2
911267322723104717,This is the best day ever!,raymondmitchell,2023-03-24 15:29:32,147,321,positive,best day ever,2
553879041336675424,Feeling disappointed in myself.,wilsonrandall,2023-03-12 14:35:32,956,136,negative,feeling disappointed,0
922693932650879875,Just had lunch with a friend.,wareolivia,2023-02-28 09:19:01,938,333,neutral,lunch friend,1
753548697363862850,I love my life!,zrichardson,2023-03-09 22:49:27,935,332,positive,love life,2
161313774314265334,Just had lunch with a friend.,anthony55,2023-03-27 21:01:24,578,575,neutral,lunch friend,1
906732203952747893,This is the best day ever!,mramirez,2023-01-20 11:52:53,922,811,positive,best day ever,2
520875016597954937,I love my life!,elliottkevin,2023-04-02 08:16:59,973,947,positive,love life,2
582027305999201340,Feeling grateful for my friends and family.,marksandoval,2023-03-09 12:32:54,84,263,positive,feeling grateful friend family,2
592234640619931191,I hate it when things don't go my way.,marilynlee,2023-01-17 04:08:01,562,716,negative,hate thing go way,0
384301619673542677,I hate it when things don't go my way.,nathan48,2023-01-05 17:23:52,188,149,negative,hate thing go way,0
475122491176540875,I'm so upset right now.,jmarsh,2023-01-12 09:06:38,127,456,negative,upset right,0
338547762274659527,This is the best day ever!,annegardner,2023-03-17 16:56:49,538,656,positive,best day ever,2
965983995853498522,Watching a movie tonight.,brownalan,2023-02-19 13:37:53,197,423,neutral,watching movie tonight,1
428427957298431773,Feeling disappointed in myself.,alyssaschmidt,2023-04-22 12:06:12,789,241,negative,feeling disappointed,0
685827615491412801,Just had lunch with a friend.,catherinegibbs,2023-01-04 13:38:05,931,979,neutral,lunch friend,1
373040746562107411,I love my life!,kenneththomas,2023-01-31 06:16:34,974,586,positive,love life,2
341509910899430761,This is the best day ever!,alexanderesparza,2023-01-28 08:40:47,856,400,positive,best day ever,2
467196394435811897,Feeling disappointed in myself.,fwilson,2023-02-14 04:14:02,354,914,negative,feeling disappointed,0
762547362044552693,I hate it when things don't go my way.,qcooke,2023-02-11 04:49:18,619,242,negative,hate thing go way,0
395603692070126132,Going for a walk in the park.,wilsonpatrick,2023-04-08 03:12:49,356,399,neutral,going walk park,1
148588413535805807,I love my life!,adam47,2023-02-13 18:38:23,447,685,positive,love life,2
236034524920094386,Feeling grateful for my friends and family.,smithnicole,2023-01-15 09:13:43,172,757,positive,feeling grateful friend family,2
804648453402778473,I love my life!,angie66,2023-02-20 04:51:32,681,758,positive,love life,2
435773810730569609,I love my life!,wigginsbernard,2023-03-20 10:44:34,617,817,positive,love life,2
593573478843439114,Feeling grateful for my friends and family.,qrangel,2023-03-19 22:53:05,64,378,positive,feeling grateful friend family,2
320820925675716857,Feeling disappointed in myself.,virginia06,2023-04-11 12:56:14,687,668,negative,feeling disappointed,0
427899161865222917,Feeling disappointed in myself.,alexis77,2023-01-06 14:08:37,363,532,negative,feeling disappointed,0
700052543101154118,I hate it when things don't go my way.,ccross,2023-03-01 23:27:22,163,134,negative,hate thing go way,0
960721962000279687,I'm so upset right now.,bearddebra,2023-04-03 09:15:03,554,714,negative,upset right,0
321486652804208713,This is the best day ever!,ericrobertson,2023-04-15 04:50:17,85,299,positive,best day ever,2
235549375049906547,Feeling disappointed in myself.,brandonhill,2023-04-26 13:27:09,678,539,negative,feeling disappointed,0
299211694063558499,Feeling grateful for my friends and family.,emorgan,2023-03-07 07:22:49,871,790,positive,feeling grateful friend family,2
233247012016137264,Just had lunch with a friend.,oobrien,2023-04-03 05:37:05,468,471,neutral,lunch friend,1
662175716455468178,Feeling grateful for my friends and family.,bobbywalker,2023-01-18 05:24:44,742,961,positive,feeling grateful friend family,2
917168487363843706,This is the best day ever!,helen11,2023-04-16 06:27:19,642,340,positive,best day ever,2
661565311490734353,I love my life!,stephensjohn,2023-01-17 08:40:33,561,666,positive,love life,2
246007533929854939,I hate it when things don't go my way.,nguyentim,2023-04-05 10:19:25,515,136,negative,hate thing go way,0
798470684575553268,This is the best day ever!,swalters,2023-01-08 17:26:39,992,780,positive,best day ever,2
856734546098725952,I'm so upset right now.,whitemanuel,2023-03-22 02:47:34,577,816,negative,upset right,0
188255574898333847,Just had lunch with a friend.,thompsonmatthew,2023-01-24 14:37:35,180,610,neutral,lunch friend,1
525608871867827547,I love my life!,darryl29,2023-01-22 12:10:33,872,710,positive,love life,2
942307479602980587,Feeling disappointed in myself.,fwebb,2023-01-01 00:24:35,1,527,negative,feeling disappointed,0
787245838115920053,Feeling grateful for my friends and family.,andrewlong,2023-04-02 04:18:39,775,292,positive,feeling grateful friend family,2
965984905323727377,Feeling disappointed in myself.,pvega,2023-01-09 11:17:45,0,35,negative,feeling disappointed,0
473201772433328829,I hate it when things don't go my way.,berrydavid,2023-01-31 02:53:31,416,300,negative,hate thing go way,0
467476652680074097,Feeling disappointed in myself.,stevenhernandez,2023-01-31 22:58:59,432,555,negative,feeling disappointed,0
917814750750314955,Going for a walk in the park.,christina07,2023-03-29 11:12:15,1,212,neutral,going walk park,1
793270969586389836,I hate it when things don't go my way.,gregoryteresa,2023-01-12 02:27:06,560,567,negative,hate thing go way,0
267424924325750761,Going for a walk in the park.,ruben11,2023-03-11 21:05:34,922,223,neutral,going walk park,1
876971645571338589,I hate it when things don't go my way.,lperry,2023-04-06 01:33:42,238,135,negative,hate thing go way,0
202015911527516928,Just had lunch with a friend.,johnscharles,2023-04-03 09:11:29,80,540,neutral,lunch friend,1
434767723376986218,Watching a movie tonight.,elivingston,2023-04-18 07:37:27,853,959,neutral,watching movie tonight,1
912752068677451630,This is the best day ever!,rdurham,2023-04-04 14:30:04,166,74,positive,best day ever,2
352305865978602139,Feeling disappointed in myself.,uwright,2023-02-11 20:09:54,13,337,negative,feeling disappointed,0
534061763777267335,Feeling disappointed in myself.,perezmark,2023-04-12 02:08:38,233,358,negative,feeling disappointed,0
684043310668277416,Watching a movie tonight.,jenniferjohnson,2023-01-20 12:19:27,351,912,neutral,watching movie tonight,1
539121077017897047,This is the best day ever!,williamsrobin,2023-03-14 06:11:01,235,598,positive,best day ever,2
842534723502391386,This is the best day ever!,tlopez,2023-02-04 11:19:14,188,323,positive,best day ever,2
454124335020896560,I hate it when things don't go my way.,stephanieschmidt,2023-01-03 21:53:21,596,751,negative,hate thing go way,0
489689888982266496,Just had lunch with a friend.,phillipsmelissa,2023-03-31 20:10:44,16,879,neutral,lunch friend,1
607905996094810389,Going for a walk in the park.,jeffreyfarrell,2023-04-01 04:59:38,561,659,neutral,going walk park,1
579679913084217778,I love my life!,reesealejandro,2023-02-08 10:23:30,622,327,positive,love life,2
288974160825209928,I'm so upset right now.,gomezbryan,2023-01-22 06:31:49,374,630,negative,upset right,0
112896178149385247,Feeling grateful for my friends and family.,russell89,2023-02-08 08:05:00,114,667,positive,feeling grateful friend family,2
841022975814276470,I'm so upset right now.,serranomegan,2023-04-16 11:06:31,489,959,negative,upset right,0
319159033677188627,I hate it when things don't go my way.,wallermichael,2023-03-03 10:30:59,134,176,negative,hate thing go way,0
674634465278505036,Going for a walk in the park.,murphytina,2023-02-28 20:37:43,761,984,neutral,going walk park,1
270785828092843475,Watching a movie tonight.,victor70,2023-03-01 23:34:22,105,208,neutral,watching movie tonight,1
315313443794942846,I hate it when things don't go my way.,briangarcia,2023-01-20 06:06:02,905,228,negative,hate thing go way,0
977840143468603362,This is the best day ever!,delgadoandrea,2023-04-19 14:39:21,736,669,positive,best day ever,2
414565603093732996,Feeling grateful for my friends and family.,debra09,2023-02-02 08:10:35,982,654,positive,feeling grateful friend family,2
667867729952438095,Feeling disappointed in myself.,rebecca05,2023-02-28 11:13:56,255,716,negative,feeling disappointed,0
824799084759026897,Feeling disappointed in myself.,kevinthompson,2023-04-25 04:24:15,255,812,negative,feeling disappointed,0
309018167222604578,This is the best day ever!,zacharybryant,2023-01-02 07:59:17,956,763,positive,best day ever,2
262830474355148672,Going for a walk in the park.,katiewells,2023-02-20 02:13:12,973,1000,neutral,going walk park,1
154448621988984642,Watching a movie tonight.,uroth,2023-01-27 23:52:42,764,830,neutral,watching movie tonight,1
568203622938462994,Feeling disappointed in myself.,jenniferbailey,2023-03-22 22:35:21,966,764,negative,feeling disappointed,0
144801050270261786,I'm so upset right now.,brownpatrick,2023-02-20 07:27:20,118,782,negative,upset right,0
332306771741804499,I hate it when things don't go my way.,christine54,2023-04-21 13:58:26,210,107,negative,hate thing go way,0
201758390889180048,This is the best day ever!,ecross,2023-01-06 03:34:54,30,775,positive,best day ever,2
176110166275158605,I'm so upset right now.,ewhite,2023-02-21 16:33:04,80,53,negative,upset right,0
587930497657202931,I'm so upset right now.,amanda68,2023-01-12 18:03:51,151,841,negative,upset right,0
428773068082494519,Feeling grateful for my friends and family.,stonekatherine,2023-04-06 08:52:23,904,251,positive,feeling grateful friend family,2
950688399334108248,I hate it when things don't go my way.,olsonmolly,2023-03-03 20:56:33,660,848,negative,hate thing go way,0
628930176599979922,I hate it when things don't go my way.,mjohnson,2023-01-06 13:41:48,951,268,negative,hate thing go way,0
496462971671766119,Feeling grateful for my friends and family.,joseph21,2023-03-23 15:09:15,568,282,positive,feeling grateful friend family,2
895807233587085132,This is the best day ever!,cramirez,2023-01-10 21:40:36,440,159,positive,best day ever,2
753283063549409045,I'm so upset right now.,campbellmichael,2023-03-22 02:04:39,201,492,negative,upset right,0
505994129528089220,I'm so upset right now.,brian63,2023-03-09 04:01:30,727,771,negative,upset right,0
535459719304495228,I'm so upset right now.,kimberlysantiago,2023-01-07 09:15:48,499,497,negative,upset right,0
309342510079600410,Just had lunch with a friend.,llopez,2023-04-16 15:18:05,107,109,neutral,lunch friend,1
972867687416271051,I hate it when things don't go my way.,brucegreene,2023-03-22 22:30:38,800,828,negative,hate thing go way,0
387794412340347267,I hate it when things don't go my way.,ualexander,2023-02-20 03:42:40,840,286,negative,hate thing go way,0
483780517542538092,Feeling grateful for my friends and family.,katelynsimmons,2023-03-12 12:10:05,946,443,positive,feeling grateful friend family,2
586625216861600601,I love my life!,michael71,2023-03-05 00:26:27,659,616,positive,love life,2
726085754966485493,I love my life!,jacobbecker,2023-03-27 21:09:11,403,598,positive,love life,2
283617462363647042,Feeling disappointed in myself.,jacobsrachel,2023-03-23 05:00:37,987,823,negative,feeling disappointed,0
690334642954779021,I'm so upset right now.,kschmidt,2023-04-11 01:56:45,317,425,negative,upset right,0
996180961746399043,Feeling grateful for my friends and family.,gcollins,2023-03-12 00:36:27,309,625,positive,feeling grateful friend family,2
577404189145835897,I hate it when things don't go my way.,teresa10,2023-04-09 23:09:36,687,40,negative,hate thing go way,0
225531922522163368,I'm so upset right now.,kellerdaniel,2023-01-04 23:28:35,886,464,negative,upset right,0
345015054176317383,I love my life!,alexandraallen,2023-02-14 20:07:00,263,230,positive,love life,2
974798840041746394,Feeling grateful for my friends and family.,wmartin,2023-02-06 02:37:01,79,33,positive,feeling grateful friend family,2
532539542265082558,Feeling disappointed in myself.,nmartin,2023-03-31 02:06:40,257,555,negative,feeling disappointed,0
796289410422513300,I hate it when things don't go my way.,bschaefer,2023-02-10 20:41:34,712,48,negative,hate thing go way,0
182640300799169115,Just had lunch with a friend.,bruce65,2023-01-23 19:49:49,119,951,neutral,lunch friend,1
760513107144471690,I hate it when things don't go my way.,tiffany49,2023-02-23 09:52:15,441,795,negative,hate thing go way,0
626035981653023468,I'm so upset right now.,jacquelinekirby,2023-03-15 16:17:06,631,648,negative,upset right,0
752866106761370471,Just had lunch with a friend.,amy09,2023-02-26 13:58:42,142,844,neutral,lunch friend,1
750343468824216412,Feeling grateful for my friends and family.,imiranda,2023-01-17 01:36:55,555,847,positive,feeling grateful friend family,2
472554736574834719,Watching a movie tonight.,steven77,2023-03-02 21:43:13,940,226,neutral,watching movie tonight,1
646154904061032910,Feeling grateful for my friends and family.,dillonwendy,2023-01-07 13:56:17,277,620,positive,feeling grateful friend family,2
618445937125068998,I'm so upset right now.,larsontaylor,2023-03-08 15:09:27,776,666,negative,upset right,0
699080702108679409,Just had lunch with a friend.,rclark,2023-02-14 19:21:52,328,33,neutral,lunch friend,1
139259858103677472,This is the best day ever!,cannonnancy,2023-03-16 06:51:33,845,183,positive,best day ever,2
868849599349339567,Feeling grateful for my friends and family.,rayjessica,2023-01-09 15:16:40,749,114,positive,feeling grateful friend family,2
925027607760945678,Going for a walk in the park.,rmartin,2023-02-08 22:13:40,745,108,neutral,going walk park,1
484343155130004588,I hate it when things don't go my way.,corey56,2023-02-05 14:53:38,199,438,negative,hate thing go way,0
176820862543438388,Feeling disappointed in myself.,coletheodore,2023-03-11 19:05:34,876,436,negative,feeling disappointed,0
187759702141580309,Going for a walk in the park.,gloria55,2023-03-20 22:54:11,50,622,neutral,going walk park,1
698209798030019347,I hate it when things don't go my way.,patrick63,2023-04-02 12:27:16,512,415,negative,hate thing go way,0
429322366264023221,I love my life!,lwright,2023-02-23 09:47:39,820,821,positive,love life,2
502411915108967283,Feeling disappointed in myself.,holtkenneth,2023-01-12 20:01:26,831,931,negative,feeling disappointed,0
748815694815216461,Feeling disappointed in myself.,cmitchell,2023-02-03 00:32:24,984,828,negative,feeling disappointed,0
314934540306627546,I hate it when things don't go my way.,nlivingston,2023-02-25 12:54:05,953,331,negative,hate thing go way,0
670071393562500243,Just had lunch with a friend.,nathanmartin,2023-03-07 18:01:26,474,303,neutral,lunch friend,1
409245141820784223,Watching a movie tonight.,hinesnina,2023-04-07 23:30:51,724,573,neutral,watching movie tonight,1
701625737656915227,Going for a walk in the park.,ngregory,2023-01-03 23:51:50,770,836,neutral,going walk park,1
755185641038243639,Feeling disappointed in myself.,mark99,2023-01-19 03:26:56,111,978,negative,feeling disappointed,0
239829419466974782,Watching a movie tonight.,yzimmerman,2023-04-14 15:17:33,641,395,neutral,watching movie tonight,1
848841545434071271,I'm so upset right now.,jennifer73,2023-04-03 12:50:08,259,793,negative,upset right,0
106137695623551952,This is the best day ever!,wendy91,2023-04-05 04:27:17,852,714,positive,best day ever,2
822827979401882819,This is the best day ever!,angelawalker,2023-01-17 11:03:25,313,985,positive,best day ever,2
990204643991764480,I love my life!,boothjoseph,2023-04-25 05:15:35,206,166,positive,love life,2
923530997478880228,I hate it when things don't go my way.,kguzman,2023-04-15 05:49:38,876,838,negative,hate thing go way,0
328173610233239477,Feeling disappointed in myself.,yjones,2023-03-31 22:23:33,25,298,negative,feeling disappointed,0
693005055374214411,I love my life!,erinlucero,2023-04-07 10:41:28,527,628,positive,love life,2
784406900981173154,Watching a movie tonight.,jonesdustin,2023-04-21 11:10:45,516,83,neutral,watching movie tonight,1
123983310240909513,I hate it when things don't go my way.,dcox,2023-04-20 22:48:43,352,523,negative,hate thing go way,0
989055622962847779,Just had lunch with a friend.,kristopherhale,2023-03-28 08:17:35,96,587,neutral,lunch friend,1
292166194843035990,Going for a walk in the park.,david65,2023-01-13 13:16:05,518,258,neutral,going walk park,1
344223370400056206,Going for a walk in the park.,bpacheco,2023-01-19 09:03:12,545,269,neutral,going walk park,1
380626539476913910,I love my life!,megan15,2023-04-02 23:40:41,577,286,positive,love life,2
236443952796234610,Feeling disappointed in myself.,lorirojas,2023-04-23 09:40:38,75,690,negative,feeling disappointed,0
630416516762351021,I'm so upset right now.,robert26,2023-03-03 14:32:45,54,629,negative,upset right,0
540743707073993900,Feeling disappointed in myself.,williamsjohn,2023-03-19 14:34:29,982,591,negative,feeling disappointed,0
332471519592421652,This is the best day ever!,iallen,2023-03-31 14:53:56,172,226,positive,best day ever,2
971889272655848064,Just had lunch with a friend.,johnfischer,2023-03-08 16:04:38,649,349,neutral,lunch friend,1
332426921643068349,I hate it when things don't go my way.,charles88,2023-02-02 15:51:32,209,671,negative,hate thing go way,0
314053731347928564,I love my life!,christopher95,2023-01-27 10:48:04,427,397,positive,love life,2
307978569182437947,Feeling disappointed in myself.,valencialisa,2023-01-04 22:23:38,516,197,negative,feeling disappointed,0
207730700047629972,I love my life!,anabauer,2023-03-28 12:43:35,314,871,positive,love life,2
576473114065004728,Going for a walk in the park.,kmontoya,2023-01-09 22:26:52,124,434,neutral,going walk park,1
526336696376245881,I'm so upset right now.,danieltran,2023-01-25 12:04:02,7,397,negative,upset right,0
524487420764980602,This is the best day ever!,leelauren,2023-04-01 19:48:24,786,223,positive,best day ever,2
288861510483391227,This is the best day ever!,keithhorn,2023-01-09 00:15:27,39,375,positive,best day ever,2
397349677622256014,Going for a walk in the park.,christopherfrench,2023-02-03 13:55:21,836,373,neutral,going walk park,1
298797976800628026,I hate it when things don't go my way.,gsingleton,2023-01-05 00:20:03,722,74,negative,hate thing go way,0
983324148152971747,I hate it when things don't go my way.,richard28,2023-03-29 16:12:58,988,482,negative,hate thing go way,0
298441177244182485,Going for a walk in the park.,maureen30,2023-03-02 00:34:12,748,22,neutral,going walk park,1
917729578557385699,I hate it when things don't go my way.,timothyduncan,2023-02-07 22:13:37,21,310,negative,hate thing go way,0
564225126833741178,I hate it when things don't go my way.,brianmartinez,2023-02-25 13:36:46,423,757,negative,hate thing go way,0
818590365574452602,I hate it when things don't go my way.,pstephens,2023-02-26 13:44:11,410,489,negative,hate thing go way,0
569957695729104938,Watching a movie tonight.,tramos,2023-02-10 19:06:11,218,52,neutral,watching movie tonight,1
727972566019680158,I hate it when things don't go my way.,tiffany79,2023-02-12 20:19:22,781,884,negative,hate thing go way,0
256404341775050069,Feeling disappointed in myself.,marcus44,2023-02-19 00:15:59,214,342,negative,feeling disappointed,0
937328069515669676,I love my life!,tscott,2023-02-12 07:38:28,460,247,positive,love life,2
936427445912848063,Going for a walk in the park.,tcarr,2023-02-19 12:32:27,200,351,neutral,going walk park,1
881347120315160728,I love my life!,fbrown,2023-04-04 16:57:07,170,483,positive,love life,2
412439660473780854,I'm so upset right now.,qphillips,2023-01-09 01:39:38,466,24,negative,upset right,0
178730150172977699,Feeling disappointed in myself.,grosssandra,2023-04-18 19:38:45,982,621,negative,feeling disappointed,0
979814024517060413,Feeling grateful for my friends and family.,walkerjimmy,2023-04-21 16:53:04,706,997,positive,feeling grateful friend family,2
859836797515922281,I hate it when things don't go my way.,sgraham,2023-01-23 15:43:53,547,946,negative,hate thing go way,0
439753231648605732,I hate it when things don't go my way.,april08,2023-01-13 02:06:13,895,865,negative,hate thing go way,0
105706424522462120,Just had lunch with a friend.,cheryljones,2023-03-16 05:39:01,933,925,neutral,lunch friend,1
376059509814677292,Feeling disappointed in myself.,mollypoole,2023-03-05 04:23:08,121,727,negative,feeling disappointed,0
940369853472354753,I love my life!,ddavidson,2023-01-29 12:40:30,838,128,positive,love life,2
767830148067710875,I hate it when things don't go my way.,butlershannon,2023-01-17 14:00:41,700,530,negative,hate thing go way,0
525500584467451301,Just had lunch with a friend.,turnerjohn,2023-01-09 02:40:33,661,401,neutral,lunch friend,1
710515626246667138,Feeling grateful for my friends and family.,floressamuel,2023-01-04 09:14:43,361,317,positive,feeling grateful friend family,2
870845059826241078,This is the best day ever!,laurabarnes,2023-01-13 03:09:46,635,164,positive,best day ever,2
813795311327027634,I'm so upset right now.,jpalmer,2023-02-19 07:11:18,672,534,negative,upset right,0
328458397604928881,Just had lunch with a friend.,abigail59,2023-02-09 14:38:56,389,675,neutral,lunch friend,1
367727195958508873,This is the best day ever!,michaeloliver,2023-01-24 13:53:08,471,890,positive,best day ever,2
834346003868035234,This is the best day ever!,qvaughan,2023-01-21 09:44:29,419,507,positive,best day ever,2
889365033266556086,Just had lunch with a friend.,kbaker,2023-01-10 09:48:38,253,404,neutral,lunch friend,1
150771989040668291,I love my life!,lisa55,2023-04-14 02:52:19,753,519,positive,love life,2
527892533335121486,Just had lunch with a friend.,wilsonderrick,2023-01-06 01:58:51,635,598,neutral,lunch friend,1
132844067235691391,I'm so upset right now.,pcooper,2023-04-05 18:31:30,169,483,negative,upset right,0
112447009279801798,I hate it when things don't go my way.,chelsea00,2023-04-01 06:01:42,759,114,negative,hate thing go way,0
587612823275706397,I hate it when things don't go my way.,lelliott,2023-02-09 09:39:16,738,485,negative,hate thing go way,0
339150946117194772,This is the best day ever!,edward35,2023-04-23 01:20:37,910,246,positive,best day ever,2
922268312101299416,I'm so upset right now.,davidgonzalez,2023-04-24 16:38:05,300,324,negative,upset right,0
734287670105256131,I'm so upset right now.,ilindsey,2023-01-06 05:10:54,207,498,negative,upset right,0
905316403774240396,Watching a movie tonight.,omyers,2023-04-17 09:02:24,945,637,neutral,watching movie tonight,1
856354043592470762,This is the best day ever!,whitesamantha,2023-01-12 20:55:46,583,829,positive,best day ever,2
239105780524138461,Feeling grateful for my friends and family.,christopher04,2023-01-23 23:44:19,926,462,positive,feeling grateful friend family,2
771284773318902907,I'm so upset right now.,franklinaudrey,2023-04-06 16:55:17,17,46,negative,upset right,0
524674899603307999,Feeling disappointed in myself.,lisaleonard,2023-04-27 11:23:17,175,284,negative,feeling disappointed,0
677449678423090954,Just had lunch with a friend.,sara77,2023-02-21 07:01:27,422,832,neutral,lunch friend,1
300674398079720833,Feeling disappointed in myself.,rfaulkner,2023-03-24 03:44:42,783,829,negative,feeling disappointed,0
597114901522595631,I'm so upset right now.,stevenandrade,2023-04-13 23:04:27,743,908,negative,upset right,0
940397558986424207,I love my life!,sweeneynichole,2023-01-02 16:59:42,420,271,positive,love life,2
540465644702381657,Watching a movie tonight.,evan13,2023-01-09 04:42:43,285,677,neutral,watching movie tonight,1
431879483456142361,Feeling disappointed in myself.,wallacejennifer,2023-03-04 14:45:22,935,151,negative,feeling disappointed,0
523053034587470490,I hate it when things don't go my way.,igomez,2023-01-19 11:00:04,211,676,negative,hate thing go way,0
944012229672537432,I love my life!,evanskevin,2023-03-26 18:45:54,966,439,positive,love life,2
643185209935966398,I'm so upset right now.,jluna,2023-04-05 01:42:39,256,256,negative,upset right,0
589769566700004337,I hate it when things don't go my way.,xbrock,2023-01-19 11:45:51,47,52,negative,hate thing go way,0
634500157584066129,I love my life!,eparker,2023-03-06 20:30:32,825,617,positive,love life,2
484470022591234923,Feeling disappointed in myself.,fishermartha,2023-01-03 10:09:16,392,507,negative,feeling disappointed,0
297417058714305126,Just had lunch with a friend.,hortondennis,2023-04-14 15:45:13,855,600,neutral,lunch friend,1
710993217167262940,Going for a walk in the park.,lewismathew,2023-02-14 13:21:21,420,470,neutral,going walk park,1
197169792249866745,Just had lunch with a friend.,rpetersen,2023-03-17 06:01:10,664,970,neutral,lunch friend,1
648530549569049725,Feeling disappointed in myself.,francis69,2023-04-07 09:54:05,13,744,negative,feeling disappointed,0
401666725459552483,I love my life!,annette01,2023-02-22 15:57:38,298,136,positive,love life,2
164529100956850927,This is the best day ever!,michael25,2023-04-26 11:10:58,628,610,positive,best day ever,2
645225588744806046,I hate it when things don't go my way.,jennifer36,2023-02-11 16:33:38,356,576,negative,hate thing go way,0
865965894650020185,I hate it when things don't go my way.,brian58,2023-04-04 06:04:28,308,906,negative,hate thing go way,0
289341747956637913,I love my life!,halejared,2023-04-24 23:05:02,583,364,positive,love life,2
188071974384350246,I hate it when things don't go my way.,boothstephen,2023-01-14 20:32:23,665,764,negative,hate thing go way,0
402887322474482152,Feeling grateful for my friends and family.,sroach,2023-04-10 22:29:02,23,449,positive,feeling grateful friend family,2
829558023087799813,Just had lunch with a friend.,millerevelyn,2023-01-10 03:30:53,39,261,neutral,lunch friend,1
622538584112480616,I love my life!,mhernandez,2023-02-14 16:09:54,839,713,positive,love life,2
954102272260898017,I hate it when things don't go my way.,whitneyharris,2023-03-23 02:06:18,272,469,negative,hate thing go way,0
104883201438304969,I'm so upset right now.,fclay,2023-04-09 02:22:20,862,262,negative,upset right,0
108193764685672856,I hate it when things don't go my way.,kristin09,2023-03-30 23:11:16,837,875,negative,hate thing go way,0
325127386915441790,I love my life!,elliskristy,2023-02-21 16:57:51,573,855,positive,love life,2
234304136098576254,Feeling disappointed in myself.,joshua06,2023-03-31 22:23:27,229,643,negative,feeling disappointed,0
424107476706088131,I love my life!,ebullock,2023-02-24 10:24:10,725,823,positive,love life,2
649628927754697057,This is the best day ever!,brian47,2023-03-30 14:54:29,316,243,positive,best day ever,2
420941609964495619,I'm so upset right now.,virginiajohnson,2023-01-21 04:10:54,774,353,negative,upset right,0
867936850796828962,I'm so upset right now.,bryanjones,2023-04-16 07:32:39,250,587,negative,upset right,0
635324963312825363,Feeling grateful for my friends and family.,espinozaemily,2023-02-19 18:43:58,624,839,positive,feeling grateful friend family,2
561544329077196109,I hate it when things don't go my way.,powerspatricia,2023-01-01 23:32:33,301,798,negative,hate thing go way,0
584572431197595060,This is the best day ever!,robertjordan,2023-01-07 10:25:00,824,641,positive,best day ever,2
433812342440304676,This is the best day ever!,donnayoung,2023-02-10 02:26:28,327,339,positive,best day ever,2
341213461548361361,I hate it when things don't go my way.,michaelirwin,2023-02-03 02:03:50,448,400,negative,hate thing go way,0
185395635166253938,I hate it when things don't go my way.,christina24,2023-02-23 08:47:15,508,875,negative,hate thing go way,0
978653383853528582,Just had lunch with a friend.,brownjoseph,2023-01-28 13:54:31,849,61,neutral,lunch friend,1
906706029755799403,Going for a walk in the park.,angela42,2023-03-05 01:44:15,407,508,neutral,going walk park,1
454866038653439238,Feeling grateful for my friends and family.,hamptonjenna,2023-01-13 23:52:20,317,555,positive,feeling grateful friend family,2
892181229373356641,Just had lunch with a friend.,pamelacarpenter,2023-03-23 14:41:58,464,612,neutral,lunch friend,1
890648314582361195,This is the best day ever!,coryarnold,2023-02-13 03:39:33,221,693,positive,best day ever,2
102099316576635328,This is the best day ever!,dianesmith,2023-02-12 15:33:34,749,426,positive,best day ever,2
971487018868293791,Feeling disappointed in myself.,holmesmichelle,2023-01-17 10:30:43,184,632,negative,feeling disappointed,0
860847345557646821,Feeling grateful for my friends and family.,christiangriffin,2023-04-25 00:13:04,440,978,positive,feeling grateful friend family,2
112467055455565070,Feeling grateful for my friends and family.,knovak,2023-03-26 00:32:35,761,511,positive,feeling grateful friend family,2
589360630658954294,I love my life!,michelle51,2023-04-16 13:59:39,579,149,positive,love life,2
867835312278166258,Going for a walk in the park.,zpowell,2023-03-29 22:39:08,892,412,neutral,going walk park,1
374410706535285742,I hate it when things don't go my way.,carolferguson,2023-04-06 08:14:12,341,909,negative,hate thing go way,0
235741944065588734,I hate it when things don't go my way.,flemingmariah,2023-03-01 19:16:22,816,49,negative,hate thing go way,0
742520610643570314,Feeling grateful for my friends and family.,williamsjulie,2023-01-23 12:01:41,160,91,positive,feeling grateful friend family,2
499149767755254260,Feeling grateful for my friends and family.,dburke,2023-01-20 07:14:09,982,812,positive,feeling grateful friend family,2
373091356465647978,I'm so upset right now.,agarcia,2023-02-08 00:19:25,665,688,negative,upset right,0
